%time,field.x,field.y,field.z,real->,field.x,field.y
1376085766786350000,237,7,0,,67.4774246216,9
1376085766798040000,244,8,0,,74.4086227417,8
1376085766807080000,89,10,0,,79.2605667114,7
1376085766818750000,86,10,0,,85.804725647,6
1376085766834060000,58,10,0,,111.499198914,4
1376085766848190000,38,10,0,,131.665466309,4
1376085766863180000,1,5,0,,149.946014404,5
1376085766873890000,1,5,0,,149.946014404,5
1376085766887980000,5,9,0,,149.946014404,5
1376085766896870000,5,9,0,,149.946014404,5
1376085766907250000,5,9,0,,149.946014404,5
1376085766918760000,13,9,0,,149.946014404,5
1376085766932350000,13,9,0,,149.946014404,5
1376085766944340000,29,13,0,,149.946014404,5
1376085766953180000,29,13,0,,149.946014404,5
1376085766966370000,35,17,0,,149.946014404,5
1376085766980430000,35,17,0,,149.946014404,5
1376085766992290000,35,17,0,,149.946014404,5
1376085767003350000,47,19,0,,149.946014404,5
1376085767012690000,47,19,0,,149.946014404,5
1376085767024360000,47,19,0,,149.946014404,5
1376085767035380000,7,1,0,,107.899360657,31
1376085767048910000,4,2,0,,104.612892151,32
1376085767058010000,6,0,0,,102.945930481,32
1376085767067100000,4,1,0,,100.858551025,33
1376085767077290000,2,1,0,,98.1492462158,33
1376085767089430000,1,2,0,,95.4260406494,34
1376085767098760000,56,43,0,,94.4128265381,35
1376085767109540000,1,5,0,,93.3661651611,35
1376085767118570000,1,5,0,,93.3661651611,35
1376085767132290000,262,9,0,,-174.998382568,47
1376085767143800000,260,9,0,,-172.82585144,47
1376085767159440000,259,9,0,,-171.881561279,47
1376085767172140000,120,11,0,,-32.4322128296,53
1376085767180030000,120,11,0,,-32.9066314697,53
1376085767190300000,121,11,0,,-33.0661659241,53
1376085767202340000,139,1,0,,-51.1577682495,43
1376085767217450000,137,0,0,,-51.2793579102,44
1376085767230950000,137,1,0,,-51.4667816162,45
1376085767241860000,118,6,0,,-32.3813819885,38
1376085767249430000,117,7,0,,-31.9672966003,39
1376085767260150000,129,5,0,,-43.2354545593,51
1376085767269410000,129,6,0,,-43.1857147217,52
1376085767280370000,129,4,0,,-43.0018692017,52
1376085767292130000,253,5,0,,-167.523605347,43
1376085767304140000,251,4,0,,-167.805328369,44
1376085767315920000,252,4,0,,-168.001800537,44
1376085767326640000,252,5,0,,-168.112106323,43
1376085767340780000,254,7,0,,-168.454437256,43
1376085767352830000,254,8,0,,-168.603363037,42
1376085767364240000,252,8,0,,-168.942703247,42
1376085767375070000,253,8,0,,-169.002227783,42
1376085767382580000,255,7,0,,-169.189071655,41
1376085767393480000,126,3,0,,-40.953754425,51
1376085767407540000,133,2,0,,-49.2402839661,46
1376085767416480000,133,3,0,,-49.0796012878,45
1376085767426820000,132,3,0,,-48.9985351562,45
1376085767440760000,132,2,0,,-42.1979598999,46
1376085767455240000,140,4,0,,-50.901676178,40
1376085767469810000,140,0,0,,-50.7890739441,40
1376085767486220000,259,3,0,,-169.030838013,43
1376085767500740000,261,4,0,,-169.75227356,40
1376085767516130000,146,7,0,,-52.7885932922,27
1376085767530190000,151,8,0,,-57.252822876,26
1376085767538330000,153,9,0,,-59.335975647,25
1376085767547650000,157,4,0,,-63.0872802734,24
1376085767558720000,158,5,0,,-64.6274795532,23
1376085767569360000,166,6,0,,-72.1063690186,22
1376085767584420000,177,3,0,,-79.2357025146,21
1376085767599570000,152,2,0,,-44.465133667,16
1376085767610860000,151,3,0,,-43.6535491943,15
1376085767626180000,166,0,0,,-42.1730651855,12
1376085767641160000,163,3,0,,-39.9398345947,9
1376085767653210000,178,1,0,,-38.063419342,7
1376085767662040000,177,2,0,,-37.3883476257,6
1376085767674580000,172,4,0,,-32.3724021912,4
1376085767690890000,18,3,0,,170.864654541,7
1376085767705820000,15,4,0,,167.736907959,6
1376085767721070000,1,6,0,,159.741546631,4
1376085767734820000,7,7,0,,150.838241577,3
1376085767747650000,38,9,0,,135.798461914,3
1376085767759530000,82,12,0,,107.512535095,2
1376085767774810000,116,12,0,,63.21925354,2
1376085767786300000,131,5,0,,48.1524276733,9
1376085767797720000,196,4,0,,44.2469902039,10
1376085767810660000,192,3,0,,40.109500885,11
1376085767822080000,182,7,0,,40.109500885,11
1376085767831950000,189,1,0,,47.5694885254,17
1376085767844800000,188,3,0,,46.7930107117,17
1376085767855870000,188,3,0,,46.7930107117,17
1376085767867210000,188,3,0,,46.7930107117,17
1376085767878250000,179,2,0,,41.6432609558,22
1376085767891010000,179,2,0,,41.6432609558,22
1376085767898370000,179,2,0,,41.6432609558,22
1376085767907940000,171,1,0,,39.5431518555,27
1376085767921980000,171,0,0,,39.2377662659,28
1376085767937150000,171,1,0,,39.1870536804,29
1376085767951640000,171,7,0,,39.1870536804,29
1376085767964500000,165,1,0,,33.3483085632,35
1376085767977380000,160,2,0,,32.9920539856,36
1376085767989260000,160,1,0,,32.832233429,37
1376085768000190000,158,7,0,,32.832233429,37
1376085768010140000,158,7,0,,32.832233429,37
1376085768023340000,277,5,0,,153.892532349,45
1376085768038120000,277,5,0,,153.892532349,45
1376085768052680000,164,8,0,,38.3148880005,44
1376085768067690000,165,6,0,,39.1642036438,46
1376085768081710000,167,9,0,,39.5740852356,47
1376085768089720000,167,9,0,,39.6879920959,47
1376085768103670000,275,6,0,,147.625198364,50
1376085768113450000,273,12,0,,147.625198364,50
1376085768125080000,273,12,0,,147.625198364,50
1376085768134330000,273,12,0,,147.625198364,50
1376085768144830000,271,7,0,,145.04888916,55
1376085768155270000,279,10,0,,153.893310547,52
1376085768167630000,279,9,0,,153.577148438,53
1376085768179500000,279,8,0,,153.276916504,54
1376085768190100000,279,7,0,,153.106277466,55
1376085768201310000,263,6,0,,137.620132446,56
1376085768210890000,263,6,0,,137.483963013,56
1376085768223730000,282,7,0,,152.34967041,57
1376085768238080000,266,8,0,,136.847167969,56
1376085768253130000,266,8,0,,136.55569458,56
1376085768267970000,266,9,0,,136.202148438,55
1376085768283630000,265,11,0,,135.781158447,53
1376085768298520000,265,11,0,,135.449584961,53
1376085768311460000,266,11,0,,134.544387817,51
1376085768320290000,260,9,0,,128.134262085,53
1376085768334260000,262,8,0,,128.188980103,50
1376085768347620000,262,10,0,,128.248535156,48
1376085768358030000,262,8,0,,128.34236145,46
1376085768365850000,262,9,0,,128.838775635,45
1376085768378250000,264,11,0,,130.016921997,43
1376085768393000000,261,6,0,,127.285705566,42
1376085768403370000,261,6,0,,127.285705566,42
1376085768418490000,259,6,0,,125.897766113,38
1376085768431000000,265,7,0,,125.368041992,36
1376085768442510000,268,3,0,,132.066253662,37
1376085768454650000,270,4,0,,134.510604858,36
1376085768468310000,272,2,0,,134.510604858,36
1376085768477510000,41,10,0,,-96.065574646,24
1376085768490650000,43,12,0,,-94.6343994141,22
1376085768503630000,45,12,0,,-92.3277435303,20
1376085768514740000,181,5,0,,43.3129348755,27
1376085768524440000,189,9,0,,45.4786186218,33
1376085768535920000,60,10,0,,-83.0957794189,14
1376085768550070000,72,8,0,,-77.259437561,12
1376085768558230000,77,9,0,,-72.4504318237,11
1376085768567230000,86,10,0,,-63.281578064,10
1376085768576750000,105,5,0,,-56.0808258057,9
1376085768587540000,151,10,0,,-10.6283092499,4
1376085768600350000,160,7,0,,13.1494760513,5
1376085768611640000,146,6,0,,27.6162834167,6
1376085768621970000,140,5,0,,33.6848716736,7
1376085768637490000,119,4,0,,42.4699783325,8
1376085768652790000,103,2,0,,48.696018219,10
1376085768667960000,98,0,0,,53.8138923645,12
1376085768682910000,95,1,0,,56.9103317261,13
1376085768692540000,88,5,0,,59.7522087097,15
1376085768706400000,85,7,0,,62.1331329346,17
1376085768722490000,69,9,0,,64.8558502197,19
1376085768732490000,55,6,0,,66.6245803833,20
1376085768744420000,53,8,0,,68.104133606,22
1376085768752360000,53,9,0,,68.8767242432,23
1376085768761580000,35,9,0,,68.8767242432,23
1376085768772760000,35,9,0,,68.8767242432,23
1376085768786310000,121,8,0,,-29.390499115,22
1376085768801420000,96,5,0,,-4.7055139542,19
1376085768815300000,140,4,0,,-48.8227081299,26
1376085768828030000,141,6,0,,-49.2793426514,28
1376085768836480000,127,5,0,,-49.4499359131,29
1376085768846040000,127,6,0,,-49.5414047241,30
1376085768859260000,127,6,0,,-49.5414047241,30
1376085768868970000,10,1,0,,67.5881271362,27
1376085768878290000,8,0,0,,69.0782699585,28
1376085768886420000,7,1,0,,70.2112579346,29
1376085768895050000,20,7,0,,94.4522171021,39
1376085768908770000,20,10,0,,94.855140686,42
1376085768922650000,20,11,0,,94.8375396729,43
1376085768934030000,21,9,0,,95.0493545532,45
1376085768946510000,21,11,0,,95.3415298462,47
1376085768954750000,27,10,0,,95.4965591431,48
1376085768967520000,28,13,0,,96.8804244995,51
1376085768980910000,13,10,0,,79.2320022583,50
1376085768994590000,13,12,0,,79.229385376,52
1376085769009710000,13,9,0,,79.1829833984,53
1376085769025080000,13,8,0,,79.1845245361,54
1376085769041010000,13,9,0,,79.1737823486,55
1376085769053770000,13,11,0,,79.1419143677,55
1376085769062770000,13,11,0,,79.1419143677,55
1376085769074590000,13,11,0,,79.1419143677,55
1376085769089740000,17,9,0,,79.1419143677,55
1376085769106150000,15,7,0,,79.1419143677,55
1376085769121070000,15,7,0,,79.1419143677,55
1376085769136730000,13,5,0,,79.1419143677,55
1376085769152150000,13,5,0,,79.1419143677,55
1376085769164720000,11,7,0,,79.1419143677,55
1376085769175050000,11,7,0,,79.1419143677,55
1376085769183980000,13,7,0,,79.1419143677,55
1376085769198460000,13,7,0,,79.1419143677,55
1376085769212060000,13,5,0,,79.1419143677,55
1376085769222530000,13,5,0,,79.1419143677,55
1376085769233900000,13,5,0,,79.1419143677,55
1376085769246070000,13,11,0,,79.1419143677,55
1376085769259440000,131,13,0,,-65.8508529663,57
1376085769271930000,136,12,0,,-66.4208297729,56
1376085769285360000,136,11,0,,-66.355255127,55
1376085769300260000,136,15,0,,-66.355255127,55
1376085769315690000,140,19,0,,-66.355255127,55
1376085769330530000,1,6,0,,75.5656661987,42
1376085769343510000,0,10,0,,73.3098602295,46
1376085769355470000,10,4,0,,90.3381576538,38
1376085769368590000,15,4,0,,95.6328048706,38
1376085769383870000,22,8,0,,96.3691940308,36
1376085769399710000,4,16,0,,77.4282989502,42
1376085769414630000,27,2,0,,54.9346618652,24
1376085769428380000,32,0,0,,49.540763855,22
1376085769439340000,37,1,0,,44.7303733826,21
1376085769450330000,42,2,0,,39.7504615784,20
1376085769461770000,29,7,0,,34.1005706787,19
1376085769471580000,37,7,0,,26.316368103,19
1376085769480370000,45,10,0,,24.1057300568,18
1376085769492000000,52,10,0,,17.6560440063,18
1376085769506700000,59,10,0,,10.809009552,18
1376085769521760000,58,11,0,,3.857779026,17
1376085769535540000,148,13,0,,-1.7007627487,18
1376085769543990000,152,13,0,,-6.1170811653,17
1376085769552520000,155,14,0,,-9.3325710297,18
1376085769563240000,159,14,0,,-13.7812767029,18
1376085769574620000,159,14,0,,-13.7812767029,18
1376085769589520000,58,4,0,,-63.423034668,6
1376085769603840000,41,2,0,,-80.8486938477,4
1376085769615560000,290,1,0,,164.902557373,3
1376085769630320000,288,0,0,,162.353851318,4
1376085769643420000,285,3,0,,159.680709839,7
1376085769651510000,285,2,0,,159.109771729,8
1376085769662000000,284,0,0,,158.711364746,10
1376085769670860000,284,0,0,,158.711364746,10
1376085769683650000,275,3,0,,149.148742676,17
1376085769698320000,274,4,0,,148.978302002,18
1376085769713610000,272,2,0,,148.978302002,18
1376085769727360000,272,2,0,,148.978302002,18
1376085769739990000,265,3,0,,143.543716431,31
1376085769751960000,265,3,0,,143.543716431,31
1376085769764120000,265,3,0,,143.543716431,31
1376085769774640000,265,3,0,,143.543716431,31
1376085769781610000,265,3,0,,143.543716431,31
1376085769792970000,265,9,0,,143.543716431,31
1376085769806250000,260,3,0,,138.206069946,43
1376085769822220000,255,0,0,,135.805755615,46
1376085769836900000,263,1,0,,143.299087524,45
1376085769851670000,172,7,0,,50.6559524536,57
1376085769869060000,170,4,0,,50.5325660706,60
1376085769881000000,170,5,0,,50.4781837463,61
1376085769894650000,172,3,0,,50.2817420959,63
1376085769906170000,172,4,0,,50.1145019531,64
1376085769919260000,172,5,0,,50.0720024109,65
1376085769930250000,172,4,0,,50.3132858276,64
1376085769944650000,171,6,0,,49.8808517456,66
1376085769955950000,171,7,0,,49.5640487671,67
1376085769965870000,171,7,0,,49.4488487244,67
1376085769973250000,171,8,0,,49.2428779602,68
1376085769985890000,170,9,0,,48.9969329834,69
1376085770000570000,170,10,0,,48.7352485657,70
1376085770015000000,170,11,0,,48.4059791565,71
1376085770028030000,170,12,0,,48.0824432373,72
1376085770039980000,169,11,0,,47.9239692688,71
1376085770047030000,169,11,0,,47.6828689575,71
1376085770056760000,169,10,0,,47.503364563,70
1376085770067260000,169,10,0,,47.3224906921,70
1376085770081670000,168,8,0,,46.9776077271,68
1376085770096940000,168,6,0,,46.778175354,66
1376085770112930000,168,3,0,,46.575466156,63
1376085770127340000,168,2,0,,46.4118881226,62
1376085770142440000,167,0,0,,45.9588623047,60
1376085770156580000,167,2,0,,45.7780570984,58
1376085770163390000,167,2,0,,45.7588653564,58
1376085770171630000,167,3,0,,45.5706176758,57
1376085770180320000,167,3,0,,45.5597076416,57
1376085770191400000,167,4,0,,45.2982673645,56
1376085770203630000,167,4,0,,45.159160614,56
1376085770218530000,173,0,0,,45.0424041748,56
1376085770230310000,172,1,0,,44.7394714355,55
1376085770239600000,173,2,0,,43.7673301697,60
1376085770246410000,174,3,0,,44.3543891907,55
1376085770254510000,174,3,0,,44.1962165833,55
1376085770261440000,173,0,0,,43.0219955444,58
1376085770273230000,172,3,0,,42.5844459534,57
1376085770283860000,166,5,0,,36.6682739258,59
1376085770293450000,167,2,0,,37.0686607361,52
1376085770302300000,169,5,0,,37.3071632385,53
1376085770316070000,29,8,0,,-102.264907837,40
1376085770324770000,32,3,0,,-101.647270203,39
1376085770334110000,33,5,0,,-100.481086731,37
1376085770341450000,33,5,0,,-100.481086731,37
1376085770350490000,33,5,0,,-100.481086731,37
1376085770362300000,274,5,0,,138.336730957,31
1376085770372330000,272,7,0,,136.978225708,29
1376085770381840000,272,9,0,,136.086959839,27
1376085770391310000,274,3,0,,134.867919922,25
1376085770400320000,274,5,0,,134.049728394,23
1376085770409890000,275,2,0,,133.477218628,22
1376085770421060000,274,4,0,,132.532516479,20
1376085770434760000,272,2,0,,132.245727539,18
1376085770448060000,272,3,0,,132.498382568,17
1376085770458060000,273,5,0,,133.076263428,15
1376085770466010000,275,1,0,,133.672042847,15
1376085770474730000,276,2,0,,134.398117065,14
1376085770487880000,274,2,0,,136.161682129,12
1376085770503030000,274,2,0,,136.161682129,12
1376085770518610000,270,0,0,,136.161682129,12
1376085770532230000,262,6,0,,136.161682129,12
1376085770543060000,84,6,0,,-41.4838523865,12
1376085770555440000,93,37,0,,-32.8764762878,43
1376085770563400000,93,38,0,,-31.342256546,43
1376085770575530000,95,37,0,,-28.2534275055,41
1376085770591240000,106,11,0,,-17.6892623901,15
1376085770604350000,151,12,0,,-7.2765579224,14
1376085770617000000,52,9,0,,3.7884857655,13
1376085770627910000,44,8,0,,11.1266717911,12
1376085770640920000,35,8,0,,20.6414871216,12
1376085770654310000,21,4,0,,28.7819252014,12
1376085770668170000,6,0,0,,39.5590667725,12
1376085770678140000,69,10,0,,115.756317139,22
1376085770687770000,69,12,0,,115.859802246,24
1376085770698570000,63,8,0,,115.87020874,24
1376085770706930000,63,10,0,,115.9454422,26
1376085770718490000,63,11,0,,115.981895447,27
1376085770733200000,75,11,0,,115.839759827,29
1376085770746450000,73,9,0,,115.641860962,31
1376085770755560000,73,10,0,,115.368202209,32
1376085770769200000,43,8,0,,83.9735717773,18
1376085770780550000,32,14,0,,7.3143305779,40
1376085770790530000,0,4,0,,39.6440200806,22
1376085770804230000,65,11,0,,113.408302307,39
1376085770817470000,72,9,0,,112.976135254,41
1376085770832350000,72,10,0,,112.425643921,42
1376085770844400000,70,9,0,,112.092102051,43
1376085770858410000,69,10,0,,111.78767395,44
1376085770872410000,67,8,0,,111.307144165,44
1376085770886030000,66,9,0,,110.851570129,45
1376085770900630000,64,9,0,,110.503013611,45
1376085770914480000,64,8,0,,110.242408752,44
1376085770926360000,64,8,0,,110.070709229,44
1376085770937280000,63,10,0,,109.564369202,44
1376085770948670000,63,10,0,,109.312316895,44
1376085770961050000,60,10,0,,108.793960571,44
1376085770973770000,60,10,0,,108.471916199,44
1376085770985850000,62,9,0,,108.148376465,43
1376085770998690000,61,9,0,,107.942802429,43
1376085771009110000,61,10,0,,107.620391846,42
1376085771019110000,61,10,0,,107.488113403,42
1376085771034960000,61,8,0,,107.260116577,40
1376085771050580000,62,7,0,,108.174713135,39
1376085771062440000,59,5,0,,105.092102051,37
1376085771073920000,59,8,0,,107.629112244,36
1376085771087040000,59,6,0,,107.761543274,34
1376085771100150000,59,8,0,,107.933769226,32
1376085771110230000,59,8,0,,107.96786499,32
1376085771125230000,60,6,0,,108.000045776,30
1376085771139190000,56,8,0,,108.09928894,28
1376085771154810000,62,10,0,,108.09928894,28
1376085771167670000,3,3,0,,49.376750946,15
1376085771179340000,1,1,0,,46.4561691284,15
1376085771187680000,7,0,0,,40.5383491516,14
1376085771201440000,10,0,0,,37.7350311279,14
1376085771215800000,19,1,0,,26.2286224365,13
1376085771227540000,23,1,0,,22.2840309143,13
1376085771235390000,30,1,0,,15.3770694733,13
1376085771245220000,37,5,0,,10.1000909805,13
1376085771260450000,46,5,0,,1.7572796345,13
1376085771273900000,57,9,0,,-3.3037619591,13
1376085771288090000,40,13,0,,94.2635269165,17
1376085771296020000,40,14,0,,96.7406234741,16
1376085771305570000,41,13,0,,97.6611328125,15
1376085771319550000,88,7,0,,144.17098999,9
1376085771333310000,228,10,0,,106.351020813,12
1376085771345650000,239,4,0,,117.344406128,6
1376085771354800000,50,1,0,,-170.766159058,5
1376085771367240000,31,2,0,,-151.103805542,6
1376085771379090000,27,2,0,,-147.694992065,6
1376085771394420000,13,2,0,,-133.652389526,8
1376085771408360000,10,1,0,,-126.514671326,9
1376085771419570000,6,1,0,,-122.263870239,11
1376085771431970000,2,2,0,,-118.243659973,12
1376085771442460000,0,1,0,,-116.12046814,13
1376085771458650000,30,4,0,,-85.1839675903,16
1376085771473440000,12,0,0,,-107.856506348,16
1376085771488990000,14,1,0,,-105.193771362,17
1376085771504980000,20,2,0,,-101.421669006,18
1376085771520000000,23,3,0,,-98.8833618164,17
1376085771535510000,29,1,0,,-97.4505310059,17
1376085771550470000,32,2,0,,-93.0039672852,16
1376085771564380000,43,1,0,,-88.4826278687,15
1376085771579970000,50,2,0,,-83.2262496948,14
1376085771594650000,55,2,0,,-78.8945159912,14
1376085771609680000,67,0,0,,-74.943107605,14
1376085771623140000,72,0,0,,-69.979888916,14
1376085771635730000,104,11,0,,-43.3309555054,27
1376085771646350000,105,12,0,,-42.2214622498,28
1376085771657100000,107,12,0,,-40.1863174438,28
1376085771669770000,116,13,0,,-39.0258979797,29
1376085771677200000,100,1,0,,-55.8062438965,15
1376085771686960000,103,1,0,,-52.3542060852,15
1376085771697340000,107,4,0,,-62.7466125488,14
1376085771707990000,112,4,0,,-57.3874168396,14
1376085771714610000,112,4,0,,-57.3874168396,14
1376085771727850000,229,6,0,,-51.7350845337,14
1376085771740510000,222,5,0,,-46.1914520264,15
1376085771754800000,219,5,0,,-43.6619338989,15
1376085771768140000,208,8,0,,-38.5995445251,16
1376085771779270000,203,7,0,,-33.8986816406,17
1376085771790390000,202,7,0,,-32.830406189,17
1376085771801500000,195,8,0,,-29.7348365784,18
1376085771808820000,193,7,0,,-27.7912216187,19
1376085771817020000,192,6,0,,-26.0064067841,20
1376085771827760000,186,9,0,,-22.6719074249,21
1376085771839480000,185,8,0,,-21.1446037292,22
1376085771852010000,180,8,0,,-18.5664596558,24
1376085771864460000,179,7,0,,-17.2042827606,25
1376085771872590000,178,6,0,,-16.6863651276,26
1376085771885460000,175,6,0,,-15.512591362,28
1376085771897700000,175,4,0,,-15.0614433289,30
1376085771909810000,174,2,0,,-14.1734676361,32
1376085771916720000,173,13,0,,-13.9898757935,33
1376085771926070000,173,12,0,,-13.5258970261,34
1376085771937580000,172,10,0,,-12.6920013428,36
1376085771947680000,174,14,0,,-12.1308546066,38
1376085771956550000,173,12,0,,-11.7889471054,40
1376085771967500000,171,17,0,,-11.4774532318,41
1376085771982570000,171,15,0,,-11.141169548,43
1376085771998620000,170,16,0,,-10.7707672119,46
1376085772013610000,170,13,0,,-10.3832502365,49
1376085772028890000,167,23,0,,-9.9872407913,51
1376085772042850000,167,21,0,,-9.6856031418,53
1376085772054000000,167,20,0,,-9.4358634949,54
1376085772065770000,166,18,0,,-8.9370994568,56
1376085772078310000,166,17,0,,-8.7407207489,57
1376085772090620000,166,16,0,,-8.4567232132,58
1376085772101700000,164,11,0,,-6.9169478416,63
1376085772114950000,165,15,0,,-7.9691801071,59
1376085772126920000,165,14,0,,-7.8324213028,60
1376085772138940000,164,9,0,,-6.1663217545,65
1376085772150640000,163,9,0,,-5.9277672768,65
1376085772158600000,163,10,0,,-5.8306531906,64
1376085772172300000,163,10,0,,-5.4664754868,64
1376085772185940000,164,16,0,,-6.4909348488,58
1376085772197690000,164,17,0,,-6.3189682961,57
1376085772207420000,164,17,0,,-6.013507843,57
1376085772214920000,163,18,0,,-5.9105315208,56
1376085772225360000,163,19,0,,-5.5824775696,55
1376085772234330000,163,19,0,,-5.5371170044,55
1376085772242830000,161,16,0,,-5.3944425583,54
1376085772252350000,161,16,0,,-5.3299217224,54
1376085772265820000,161,17,0,,-5.3210711479,53
1376085772276120000,161,13,0,,-5.0766277313,53
1376085772286400000,161,14,0,,-5.4044113159,52
1376085772300310000,161,15,0,,-5.3768796921,51
1376085772309900000,161,16,0,,-5.3037142754,50
1376085772320380000,161,16,0,,-5.2060437203,50
1376085772331850000,162,11,0,,-4.9533185959,49
1376085772340040000,162,12,0,,-4.7288551331,48
1376085772347860000,162,13,0,,-4.4628381729,47
1376085772358360000,160,13,0,,-4.1402864456,47
1376085772373370000,159,15,0,,-3.4888319969,45
1376085772386890000,159,16,0,,-3.1569476128,44
1376085772400190000,160,15,0,,-2.7761936188,43
1376085772415540000,160,7,0,,-2.5655734539,41
1376085772428010000,160,8,0,,-2.2770035267,40
1376085772443480000,160,10,0,,-2.3724415302,38
1376085772458440000,160,11,0,,-2.3346362114,37
1376085772472800000,159,7,0,,-3.2865304947,35
1376085772486080000,158,8,0,,-2.0867760181,34
1376085772497700000,157,14,0,,-1.8730772734,32
1376085772507120000,151,15,0,,4.8708615303,31
1376085772516910000,157,16,0,,-1.776137352,30
1376085772525790000,153,13,0,,-1.6620085239,29
1376085772533600000,152,14,0,,-0.9957371354,28
1376085772542600000,153,15,0,,-1.5466028452,27
1376085772553360000,153,10,0,,-1.0071172714,26
1376085772566980000,153,11,0,,-1.8563047648,25
1376085772582540000,147,3,0,,6.3105831146,23
1376085772595660000,147,5,0,,6.2348265648,21
1376085772605310000,139,10,0,,6.2502017021,20
1376085772617630000,139,11,0,,6.4567008019,19
1376085772630260000,139,13,0,,6.7441530228,17
1376085772641040000,138,10,0,,7.5570135117,16
1376085772653710000,137,12,0,,8.3606796265,14
1376085772661840000,137,13,0,,8.946767807,13
1376085772672650000,136,14,0,,9.8062620163,12
1376085772686320000,137,11,0,,10.6869058609,11
1376085772702450000,136,13,0,,11.6301555634,9
1376085772718200000,138,9,0,,13.0714273453,7
1376085772733570000,136,11,0,,15.8668003082,5
1376085772748720000,142,7,0,,21.070476532,3
1376085772763410000,209,7,0,,-45.3884849548,3
1376085772778250000,81,7,0,,74.8661422729,1
1376085772790530000,264,6,0,,-108.575256348,2
1376085772806280000,3,1,0,,-135.223678589,3
1376085772820900000,300,0,0,,168.187591553,4
1376085772835510000,301,1,0,,171.134109497,5
1376085772844740000,302,1,0,,172.818099976,5
1376085772856520000,300,2,0,,174.051193237,6
1376085772866720000,300,3,0,,174.670196533,7
1376085772881650000,301,6,0,,175.787796021,8
1376085772897230000,291,5,0,,165.527389526,7
1376085772908240000,211,3,0,,167.654724121,7
1376085772915130000,212,4,0,,168.718185425,8
1376085772924610000,213,4,0,,169.339508057,8
1376085772938520000,215,3,0,,169.988937378,9
1376085772954310000,216,4,0,,170.538803101,10
1376085772968060000,216,5,0,,170.889434814,11
1376085772982920000,217,5,0,,171.357223511,11
1376085772993280000,217,2,0,,171.763259888,12
1376085773000810000,218,2,0,,172.157058716,12
1376085773013880000,218,3,0,,172.750610352,13
1376085773026230000,221,4,0,,173.304458618,14
1376085773040500000,222,4,0,,174.181015015,14
1376085773052700000,223,1,0,,175.085845947,15
1376085773064270000,223,1,0,,175.901580811,15
1376085773075120000,222,1,0,,176.376800537,15
1376085773087840000,222,1,0,,176.5415802,15
1376085773099790000,222,2,0,,176.207885742,16
1376085773111010000,221,2,0,,175.849533081,16
1376085773118050000,221,2,0,,175.630630493,16
1376085773133240000,219,3,0,,175.071105957,15
1376085773146410000,216,1,0,,174.737731934,15
1376085773157540000,216,1,0,,174.585220337,15
1376085773171500000,216,1,0,,174.360275269,15
1376085773183170000,216,1,0,,174.050979614,15
1376085773195040000,215,1,0,,173.745941162,15
1376085773208310000,213,1,0,,173.184371948,15
1376085773221300000,212,1,0,,172.826385498,15
1376085773229710000,214,3,0,,172.539016724,15
1376085773242980000,188,3,0,,146.323074341,15
1376085773255340000,188,3,0,,146.312133789,15
1376085773267670000,147,17,0,,107.950332642,27
1376085773278420000,147,17,0,,107.713378906,27
1376085773287280000,146,15,0,,104.314086914,27
1376085773302010000,144,8,0,,102.650169373,20
1376085773315170000,186,5,0,,146.512924194,15
1376085773326610000,105,16,0,,-145.235992432,26
1376085773339030000,186,4,0,,146.575332642,14
1376085773351440000,135,4,0,,-175.398757935,14
1376085773362440000,135,4,0,,-175.359451294,14
1376085773374710000,23,3,0,,-65.2508850098,7
1376085773386840000,15,16,0,,-24.851102829,26
1376085773398500000,137,3,0,,-177.320373535,13
1376085773407680000,135,3,0,,-175.402816772,13
1376085773417870000,135,5,0,,-175.561691284,13
1376085773432960000,183,5,0,,143.850479126,13
1376085773447380000,183,2,0,,143.857376099,12
1376085773456320000,183,2,0,,143.474975586,12
1376085773468250000,183,4,0,,143.516296387,12
1376085773474940000,210,4,0,,170.814147949,12
1376085773481390000,211,4,0,,171.104217529,12
1376085773489760000,213,3,0,,171.45274353,11
1376085773503670000,214,3,0,,172.141662598,11
1376085773511750000,214,3,0,,172.275421143,11
1376085773520800000,212,4,0,,172.141357422,10
1376085773535180000,211,4,0,,171.795822144,10
1376085773545680000,211,1,0,,171.205368042,9
1376085773557600000,210,1,0,,170.175918579,9
1376085773572770000,210,4,0,,168.312301636,8
1376085773588480000,208,3,0,,166.213897705,7
1376085773603040000,288,3,0,,164.93157959,7
1376085773614870000,287,2,0,,163.704437256,6
1376085773627490000,205,4,0,,163.446212769,6
1376085773638080000,219,6,0,,177.998565674,8
1376085773652130000,293,2,0,,165.199295044,4
1376085773663530000,49,5,0,,-177.773529053,7
1376085773676150000,47,4,0,,-175.497436523,6
1376085773687780000,45,2,0,,-173.373382568,6
1376085773699980000,258,1,0,,130.719482422,3
1376085773710940000,245,3,0,,115.714347839,7
1376085773718700000,245,3,0,,115.6615448,7
1376085773730990000,239,3,0,,113.461654663,7
1376085773741490000,237,3,0,,111.994049072,7
1376085773756230000,235,3,0,,109.677902222,7
1376085773771560000,236,1,0,,108.505691528,7
1376085773784320000,235,1,0,,107.055366516,7
1376085773798450000,232,5,0,,104.356010437,7
1376085773809470000,228,6,0,,100.742660522,8
1376085773821660000,220,7,0,,96.9814910889,9
1376085773832990000,219,7,0,,95.5096130371,9
1376085773842110000,219,7,0,,95.5096130371,9
